NATMON_IND,Indicateur,LOCATION,Pays,TIME,Temps,Value,Flag Codes,Flags,Notes moyennes
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",NLD,Pays-Bas,2017,2017,8438.0,,,16.736532695846353
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",NLD,Pays-Bas,2018,2018,9050.0,,,16.4422317792982
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",NLD,Pays-Bas,2019,2019,8524.0,,,11.220856068364672
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2017,2017,623.0,,,12.596002334976195
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2018,2018,682.0,,,10.60077964313258
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2019,2019,925.0,,,12.09860473870142
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2020,2020,1338.0,,,11.323056748530629
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2021,2021,1452.0,,,11.932362924745561
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",AZE,Azerbaïdjan,2022,2022,1491.0,,,16.85467145913117
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2017,2017,,n,Chiffre nul ou négligeable,10.494997442610677
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2018,2018,,n,Chiffre nul ou négligeable,11.018546152482164
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2019,2019,,n,Chiffre nul ou négligeable,11.341736380782876
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2020,2020,,n,Chiffre nul ou négligeable,13.16541120958134
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2021,2021,3.0,,,12.987503108519409
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",AND,Andorre,2022,2022,2.0,,,12.550637853166394
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AUS,Australie,2017,2017,17100.0,,,17.50536653432416
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AUS,Australie,2018,2018,17562.0,,,19.980227877581008
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AUS,Australie,2019,2019,18777.0,,,15.339779236287958
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AUS,Australie,2020,2020,16950.0,,,19.442027179139423
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",AUS,Australie,2021,2021,14667.0,,,13.966101121260646
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",FIN,Finlande,2017,2017,3473.0,,,11.066824468027134
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",FIN,Finlande,2018,2018,3592.0,,,14.087738294698372
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",FIN,Finlande,2019,2019,3757.0,,,12.961277734146933
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",FIN,Finlande,2020,2020,3935.0,,,14.934069622891782
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",FIN,Finlande,2021,2021,4754.0,,,16.570436769164232
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",ITA,Italie,2017,2017,8998.0,,,14.610502191524082
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",ITA,Italie,2018,2018,9788.0,,,19.351605120778256
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",ITA,Italie,2019,2019,3555.0,,,18.847648222993797
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",ITA,Italie,2020,2020,4445.0,,,17.01977595166197
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",ITA,Italie,2021,2021,6097.0,,,14.896849123645492
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",BDI,Burundi,2017,2017,,n,Chiffre nul ou négligeable,11.316872818144569
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",BDI,Burundi,2018,2018,,n,Chiffre nul ou négligeable,13.970136667776334
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LAO,République démocratique populaire lao,2017,2017,,n,Chiffre nul ou négligeable,17.044015394011737
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LAO,République démocratique populaire lao,2018,2018,,n,Chiffre nul ou négligeable,12.848855205537312
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LAO,République démocratique populaire lao,2019,2019,,n,Chiffre nul ou négligeable,11.039880775434204
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",LAO,République démocratique populaire lao,2020,2020,1.0,,,19.078984575106283
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",CUB,Cuba,2017,2017,103.0,,,17.090508098155446
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",CUB,Cuba,2018,2018,95.0,,,16.15276426635097
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",CUB,Cuba,2019,2019,111.0,,,17.924989056089167
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",CUB,Cuba,2020,2020,112.0,,,18.356460375834757
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",CUB,Cuba,2021,2021,100.0,,,14.834589981710234
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",DOM,République dominicaine,2017,2017,3.0,,,18.8118825140944
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",DOM,République dominicaine,2020,2020,7.0,,,19.164190107011052
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",DOM,République dominicaine,2021,2021,8.0,,,12.715510954247815
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BRN,Brunéi Darussalam,2017,2017,31.0,,,16.075453597907945
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BRN,Brunéi Darussalam,2018,2018,30.0,,,15.265840288204693
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BRN,Brunéi Darussalam,2019,2019,26.0,,,15.379457791519025
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",BRN,Brunéi Darussalam,2020,2020,24.0,,,19.376630939645622
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2017,2017,1283.0,,,13.05188702693029
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2018,2018,274.0,,,19.83433978234576
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2019,2019,1451.0,,,19.02131214804232
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2020,2020,224.0,,,14.587228886135026
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2021,2021,342.0,,,18.17453263618166
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",JOR,Jordanie,2022,2022,372.0,,,17.690469943201407
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",ISL,Islande,2017,2017,20.0,,,16.77894969618521
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",ISL,Islande,2018,2018,34.0,,,13.198338893831544
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",ISL,Islande,2019,2019,39.0,,,11.96450991820954
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",ISL,Islande,2020,2020,51.0,,,16.71527696765758
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",ISL,Islande,2021,2021,44.0,,,18.429732964010842
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2017,2017,2073.0,,,10.162527886773697
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2018,2018,1969.0,,,16.42803375308512
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2019,2019,951.0,,,14.428730246222123
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2020,2020,1042.0,,,18.980877551269835
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2021,2021,877.0,,,13.214729308542053
E_5T8_FOREIGN_ORG40530,"Etudiants internationaux dans le pays d'accueil de l'Europe centrale et orientale, les deux sexes (nombre)",SAU,Arabie saoudite,2022,2022,942.0,,,14.741848122636217
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",COL,Colombie,2017,2017,5.0,,,15.147671040351863
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",COL,Colombie,2018,2018,5.0,,,11.40439521371053
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",COL,Colombie,2019,2019,6.0,,,17.128923026989064
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",COL,Colombie,2020,2020,5.0,,,18.304763451209595
E_5T8_FOREIGN_ORG40535,"Etudiants internationaux dans le pays d'accueil d'Asie du Sud et de l'Ouest, les deux sexes (nombre)",COL,Colombie,2021,2021,8.0,,,10.579092768962603
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",LTU,Lituanie,2017,2017,227.0,,,12.913888205369027
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",LTU,Lituanie,2018,2018,198.0,,,10.38044681535058
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",LTU,Lituanie,2019,2019,297.0,,,19.565441046882423
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",LTU,Lituanie,2020,2020,436.0,,,16.671688207038237
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",LTU,Lituanie,2021,2021,565.0,,,19.642004194547816
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",CIV,Côte d'Ivoire,2017,2017,,n,Chiffre nul ou négligeable,15.314942783313079
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",CIV,Côte d'Ivoire,2019,2019,1618.0,,,18.02068523895614
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",CIV,Côte d'Ivoire,2020,2020,1754.0,,,13.7441398387974
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40620,Europe,2017,2017,538937.44162,,,13.53819032572641
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40620,Europe,2018,2018,558050.8429,,,13.782678171051327
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40620,Europe,2019,2019,592015.83573,,,16.57862133726428
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40620,Europe,2020,2020,604309.10016,,,13.594531510216523
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",40620,Europe,2021,2021,617563.68485,,,19.003674516042256
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",USA,États-Unis d'Amérique,2017,2017,81776.71163,,,19.832748650501554
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",USA,États-Unis d'Amérique,2018,2018,79861.72689,,,10.304265153370059
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",USA,États-Unis d'Amérique,2020,2020,78754.5155,,,11.936232904024966
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",USA,États-Unis d'Amérique,2021,2021,70210.38925,,,11.12249992587386
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",40630,Amérique Latine et Caraïbes,2018,2018,3581.66667,,,10.423640470914432
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2017,2017,3805.0,,,12.277409933472864
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2018,2018,3904.0,,,14.467933203690812
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2019,2019,3967.0,,,18.369903652886837
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2020,2020,4362.0,,,12.218240305099961
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2021,2021,4051.0,,,14.939452556622012
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",MAR,Maroc,2022,2022,3876.0,,,19.296187394467545
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40515,Asie de l’Est et Pacifique,2017,2017,16423.89689,‡,Estimation ISU,16.67214706786675
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",40515,Asie de l’Est et Pacifique,2018,2018,19988.01131,‡,Estimation ISU,17.980790197559976
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",HRV,Croatie,2017,2017,39.0,,,15.509939701854861
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",HRV,Croatie,2018,2018,61.0,,,19.8046645884063
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",HRV,Croatie,2019,2019,100.0,,,15.886621546814741
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",HRV,Croatie,2020,2020,67.0,,,10.455107139625916
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",HRV,Croatie,2021,2021,31.0,,,11.979827999397948
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",UKR,Ukraine,2017,2017,10144.0,,,14.04773628957148
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",UKR,Ukraine,2018,2018,11247.0,,,16.012771725737764
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",UKR,Ukraine,2019,2019,13373.0,,,17.7193086740896
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",UKR,Ukraine,2020,2020,14439.0,,,14.130861259038863
E_5T8_FOREIGN_ORG40525,"Etudiants internationaux dans le pays d'accueil des Etats arabes, les deux sexes (nombre)",UKR,Ukraine,2021,2021,15928.0,,,17.100583050156885
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",WSM,Samoa,2017,2017,,n,Chiffre nul ou négligeable,17.89869503109125
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",WSM,Samoa,2018,2018,,n,Chiffre nul ou négligeable,13.172601972499827
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",WSM,Samoa,2019,2019,,n,Chiffre nul ou négligeable,19.792702400358188
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",WSM,Samoa,2020,2020,,n,Chiffre nul ou négligeable,16.496564952358355
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",WSM,Samoa,2021,2021,,n,Chiffre nul ou négligeable,18.809980607861313
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MNG,Mongolie,2017,2017,11.0,,,15.559376888086067
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MNG,Mongolie,2018,2018,10.0,,,17.416031071523236
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MNG,Mongolie,2019,2019,12.0,,,17.705440616163653
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MNG,Mongolie,2022,2022,5.0,,,19.08248379234579
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",MNG,Mongolie,2023,2023,9.0,,,11.503497568713703
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",MDG,Madagascar,2017,2017,,n,Chiffre nul ou négligeable,15.582834241692485
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",MDG,Madagascar,2018,2018,,n,Chiffre nul ou négligeable,14.283785131058563
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",MDG,Madagascar,2019,2019,,n,Chiffre nul ou négligeable,19.231590211737405
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",MDG,Madagascar,2020,2020,,n,Chiffre nul ou négligeable,11.050946942489992
E_5T8_FOREIGN_ORG40520,"Etudiants internationaux dans le pays d'accueil d'Amérique latine et des Caraïbes, les deux sexes (nombre)",MDG,Madagascar,2022,2022,,n,Chiffre nul ou négligeable,19.825738886809127
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2017,2017,98.0,,,18.754513240932965
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2018,2018,106.0,,,10.738262815642486
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2019,2019,130.0,,,14.909663855404744
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2020,2020,151.0,,,17.17559500212526
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2021,2021,183.0,,,17.381515456910563
E_5T8_FOREIGN_ORG40500,"Etudiants internationaux dans le pays d'accueil d'Amérique du Nord et de l'Europe occidentale, les deux sexes (nombre)",BLR,Bélarus,2022,2022,360.0,,,19.064941252379207
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2017,2017,73.77327,,,17.99865435582311
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2018,2018,70.80571,,,13.109303803440895
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2019,2019,73.6326,,,14.984347858624524
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2020,2020,71.26235,,,17.01785762935854
E_5T8_FOREIGN_ORG40505,"Etudiants internationaux dans le pays d'accueil d'Asie centrale, les deux sexes (nombre)",NZL,Nouvelle-Zélande,2021,2021,43.6,,,11.384368413643514
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",DNK,Danemark,2017,2017,569.0,,,11.939907976001972
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",DNK,Danemark,2018,2018,473.0,,,14.810424481098726
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",DNK,Danemark,2019,2019,430.0,,,12.982457987055128
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",DNK,Danemark,2020,2020,415.0,,,18.625592497840948
E_5T8_FOREIGN_ORG40540,"Etudiants internationaux dans le pays d'accueil d'Afrique subsaharienne , les deux sexes (nombre)",DNK,Danemark,2021,2021,345.0,,,15.862773215206179
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MRT,Mauritanie,2017,2017,162.0,,,13.486651977183676
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MRT,Mauritanie,2019,2019,2.0,,,18.4883302560441
E_5T8_FOREIGN_ORG99000000,"Etudiants internationaux dans le pays d'accueil des régions inconnues, les deux sexes (nombre)",MRT,Mauritanie,2020,2020,,n,Chiffre nul ou négligeable,18.048784485542388
E_5T8_FOREIGN_ORG40515,"Etudiants internationaux dans le pays d'accueil d'Asie orientale et Pacifique, les deux sexes (nombre)",BGR,Bulgarie,2017,2017,133.0,,,19.983548770992694
